"","X","idnum","state","state2","stfips","zip","region","typebldg","floor","room","basement","windoor","rep","stratum","wave","starttm","stoptm","startdt","stopdt","activity","pcterr","adjwt","dupflag","zipflag","cntyfips","county","fips","Uppm","county_code","log_radon"
"426",425,5506,"MN","MN",27,55616,1,1,0,4,"Y",NA,1,1,22,1900,1900,122787,122987,1.5,20.6,507.562599,0,0,75,"LAKE",27075,0.500776,37,0.470003629245736
"427",426,5507,"MN","MN",27,55616,1,1,0,4,"Y",NA,5,1,37,1150,1620,122687,122887,7.1,7.3,348.042925,0,0,75,"LAKE",27075,0.500776,37,1.97408102602201
"428",427,5508,"MN","MN",27,55616,1,1,0,4,"Y",NA,4,1,1,900,900,22488,22688,0.5,0,464.057234,0,0,75,"LAKE",27075,0.500776,37,-0.510825623765991
"429",428,5509,"MN","MN",27,56623,2,1,0,4,"Y",NA,5,1,31,1530,1530,10188,10188,10.1,4.5,348.042925,0,0,77,"LAKE OF THE WOODS",27077,0.505752,38,2.32238772029023
"430",429,5510,"MN","MN",27,56623,2,1,1,4,"Y",NA,4,1,37,800,800,10188,10188,4.3,7.3,464.057234,0,0,77,"LAKE OF THE WOODS",27077,0.505752,38,1.48160454092422
"431",430,5511,"MN","MN",27,56623,2,1,0,1,"Y",NA,1,1,49,1000,1000,20288,21088,3.3,10.8,507.562599,0,0,77,"LAKE OF THE WOODS",27077,0.505752,38,1.22377543162212
"432",431,5512,"MN","MN",27,56686,2,1,1,1,"N",NA,3,1,50,900,900,20288,20288,2.9,8.6,348.042925,0,0,77,"LAKE OF THE WOODS",27077,0.505752,38,1.09861228866811
"433",432,5513,"MN","MN",27,56017,4,1,0,4,"Y",NA,1,3,47,1550,1556,20288,20288,12.5,3.5,1024.442902,0,0,79,"LE SUEUR",27079,1.21464,39,2.53369681395743
"434",433,5514,"MN","MN",27,56028,4,1,1,1,"Y",NA,5,3,26,900,900,121587,121787,4.2,12.2,893.23743,0,0,79,"LE SUEUR",27079,1.21464,39,1.45861502269952
"435",434,5515,"MN","MN",27,56069,4,1,0,2,"Y",NA,2,3,25,850,850,121387,121687,4.5,6.3,921.864905,0,0,79,"LE SUEUR",27079,1.21464,39,1.52605630349505
"436",435,5516,"MN","MN",27,56069,4,1,0,0,"Y",NA,4,3,26,800,800,10188,10188,3.9,8.1,990.411554,0,0,79,"LE SUEUR",27079,1.21464,39,1.38629436111989
"437",436,5517,"MN","MN",27,56069,4,1,0,4,"Y",NA,1,3,31,1000,1600,122487,122687,3.3,19.9,1024.442902,0,0,79,"LE SUEUR",27079,1.21464,39,1.22377543162212
"438",437,5518,"MN","MN",27,56136,5,1,0,4," ",NA,4,4,23,1830,1900,122987,123187,17.5,6.2,1177.377355,0,0,81,"LINCOLN",27081,1.56034,40,2.86789890204411
"439",438,5519,"MN","MN",27,56136,5,1,0,2,"Y",NA,1,4,44,1330,1330,12688,12888,10.6,4,1088.985661,0,0,81,"LINCOLN",27081,1.56034,40,2.37024374146786
"440",439,5520,"MN","MN",27,56142,5,1,0,4,"Y",NA,2,4,27,1330,1530,121387,121587,7.9,6.5,1146.49919,0,0,81,"LINCOLN",27081,1.56034,40,2.07944154167984
"441",440,5521,"MN","MN",27,56149,5,1,1,7,"Y",NA,3,4,40,1115,1115,11788,11988,3.5,11.6,1214.922779,0,0,81,"LINCOLN",27081,1.56034,40,1.28093384546206
"442",441,5522,"MN","MN",27,56115,5,1,0,4,"Y",NA,1,4,23,1945,2230,21688,21888,6.5,7.4,1088.985661,0,0,83,"LYON",27083,1.48399,41,1.88706964903238
"443",442,5523,"MN","MN",27,56175,5,1,1,3,"N",NA,2,4,29,1100,1100,121687,121887,6.9,5.1,1146.49919,0,0,83,"LYON",27083,1.48399,41,1.94591014905531
"444",443,5524,"MN","MN",27,56175,5,1,0,7,"Y",NA,4,4,31,1100,1100,122387,122587,5.1,5.1,1177.377355,0,0,83,"LYON",27083,1.48399,41,1.64865862558738
"445",444,5525,"MN","MN",27,56258,5,1,0,4,"Y",NA,3,4,21,1700,1700,120287,121087,12,3.9,1214.922779,0,0,83,"LYON",27083,1.48399,41,2.4932054526027
"446",445,5526,"MN","MN",27,56258,5,1,0,4,"Y",NA,2,4,26,2000,2000,121387,121587,5.1,8.3,1146.49919,0,0,83,"LYON",27083,1.48399,41,1.64865862558738
"447",446,5527,"MN","MN",27,56258,5,1,0,2,"Y",NA,1,4,1,1900,2100,30388,30388,8.9,5.3,1088.985661,0,0,83,"LYON",27083,1.48399,41,2.19722457733622
"448",447,5528,"MN","MN",27,56258,5,1,0,2,"Y",NA,5,4,1,1100,1102,22588,22788,5.8,4.8,1105.956867,0,0,83,"LYON",27083,1.48399,41,1.77495235091167
"449",448,5529,"MN","MN",27,56264,5,1,0,4,"Y",NA,1,4,28,1600,1558,121687,121887,4.6,6.2,1088.985661,0,0,83,"LYON",27083,1.48399,41,1.54756250871601
"450",449,5530,"MN","MN",27,56589,2,1,0,2,"Y",NA,5,2,1,700,700,22888,30388,3.9,5.4,471.366223,0,0,87,"MAHNOMEN",27087,1.16137,42,1.38629436111989
"451",450,5531,"MN","MN",27,56701,2,1,1,3,"N",NA,4,4,2,2250,2253,22588,22788,1.5,14.1,1177.377355,0,0,89,"MARSHALL",27089,1.01386,43,0.470003629245736
"452",451,5532,"MN","MN",27,56710,2,1,0,4,"Y",NA,2,1,47,1220,1226,12688,12888,23.8,2.2,348.042925,2,0,89,"MARSHALL",27089,1.01386,43,3.17387845893747
"453",452,5533,"MN","MN",27,56727,2,5,1,3,"N",NA,5,1,23,1500,1500,123087,10188,0.9,29.7,348.042925,1,0,89,"MARSHALL",27089,1.01386,43,0
"454",453,5534,"MN","MN",27,56738,2,1,1,3,"N",NA,3,1,2,1330,1330,22488,22688,1.4,15.6,348.042925,0,0,89,"MARSHALL",27089,1.01386,43,0.405465108108164
"455",454,5535,"MN","MN",27,56738,2,1,1,3,"Y",NA,2,1,3,1300,1315,22688,22888,1.1,16.1,348.042925,0,0,89,"MARSHALL",27089,1.01386,43,0.182321556793955
"456",455,5536,"MN","MN",27,56757,2,1,0,2,"Y",NA,1,1,39,1900,1945,11788,11988,2.8,12.9,507.562599,0,0,89,"MARSHALL",27089,1.01386,43,1.06471073699243
"457",456,5537,"MN","MN",27,56757,2,1,0,4,"Y",NA,2,1,4,1800,1515,22388,22588,48.2,1.8,348.042925,2,0,89,"MARSHALL",27089,1.01386,43,3.87743156065853
"458",457,5538,"MN","MN",27,56762,2,1,1,3,"Y",NA,1,1,35,1815,1815,122887,123087,0.9,30.7,507.562599,0,0,89,"MARSHALL",27089,1.01386,43,0
"459",458,5539,"MN","MN",27,56762,2,1,0,4,"Y",NA,5,1,47,800,1300,41288,41488,8.3,4.2,348.042925,0,0,89,"MARSHALL",27089,1.01386,43,2.12823170584927
"460",459,5540,"MN","MN",27,56031,5,1,0,4,"Y",NA,4,4,22,750,810,121787,121987,4.1,5.6,1177.377355,0,0,91,"MARTIN",27091,1.18041,44,1.43508452528932
"461",460,5541,"MN","MN",27,56031,5,2,1,1,"Y",NA,5,4,33,1100,1100,122787,122987,0.5,0,1105.956867,1,0,91,"MARTIN",27091,1.18041,44,-0.510825623765991
"462",461,5542,"MN","MN",27,56031,5,1,0,4,"Y",NA,4,4,44,1800,1800,20288,20288,6.7,7.7,1177.377355,1,0,91,"MARTIN",27091,1.18041,44,1.91692261218206
"463",462,5543,"MN","MN",27,56031,5,1,0,4,"Y",NA,5,4,47,1730,1730,20288,20288,7.5,7,1105.956867,0,0,91,"MARTIN",27091,1.18041,44,2.02814824729229
"464",463,5544,"MN","MN",27,56031,5,1,0,4,"Y",NA,1,4,49,900,1000,20288,20288,9.2,3.5,1088.985661,0,0,91,"MARTIN",27091,1.18041,44,2.23001440015921
"465",464,5545,"MN","MN",27,56031,5,1,0,2,"Y",NA,3,4,1,1030,1030,31788,31988,0.5,47.7,1214.922779,0,0,91,"MARTIN",27091,1.18041,44,-0.510825623765991
"466",465,5546,"MN","MN",27,56171,5,1,0,4,"Y",NA,5,4,3,1500,1500,30388,31188,1.5,17.3,1105.956867,0,0,91,"MARTIN",27091,1.18041,44,0.470003629245736
"467",466,5547,"MN","MN",27,55336,5,1,0,2,"Y",NA,4,3,34,1630,1630,122687,122887,10.3,3.7,990.411554,0,0,85,"MCLEOD",27085,1.15076,45,2.34180580614733
"468",467,5548,"MN","MN",27,55336,5,1,0,0,"Y",NA,3,3,41,600,600,11988,12188,3.9,8.3,1071.318034,0,0,85,"MCLEOD",27085,1.15076,45,1.38629436111989
"469",468,5549,"MN","MN",27,55336,5,1,0,4,"Y",NA,2,3,44,1200,1500,12188,12388,1.8,31.1,921.864905,0,0,85,"MCLEOD",27085,1.15076,45,0.641853886172395
"470",469,5550,"MN","MN",27,55336,5,1,0,4,"Y",NA,1,3,45,1230,1230,12688,12888,9.9,6.4,1024.442902,0,0,85,"MCLEOD",27085,1.15076,45,2.30258509299405
"471",470,5551,"MN","MN",27,55336,5,1,0,4,"Y",NA,5,3,3,900,900,22488,22688,2.3,12,893.23743,0,0,85,"MCLEOD",27085,1.15076,45,0.8754687373539
"472",471,5552,"MN","MN",27,55350,5,1,0,2,"Y",NA,2,3,30,0,0,122087,122287,4.4,11,921.864905,0,0,85,"MCLEOD",27085,1.15076,45,1.50407739677627
"473",472,5553,"MN","MN",27,55350,5,1,0,4,"Y",NA,5,3,34,1630,1630,122287,122487,2.8,9.9,893.23743,0,0,85,"MCLEOD",27085,1.15076,45,1.06471073699243
"474",473,5554,"MN","MN",27,55350,5,1,1,3,"Y",NA,3,3,30,1530,1500,11088,11288,1.1,35.3,1071.318034,0,0,85,"MCLEOD",27085,1.15076,45,0.182321556793955
"475",474,5555,"MN","MN",27,55350,5,1,0,4,"Y",NA,1,3,35,1300,1300,122787,123087,1.2,18.2,1024.442902,0,0,85,"MCLEOD",27085,1.15076,45,0.262364264467491
"476",475,5556,"MN","MN",27,55350,5,2,1,3,"Y",NA,3,3,38,800,900,11488,11688,1.6,34.4,1071.318034,0,0,85,"MCLEOD",27085,1.15076,45,0.53062825106217
"477",476,5557,"MN","MN",27,55350,5,1,1,3,"Y",NA,4,3,39,1100,1100,11788,11988,25.4,2,990.411554,2,0,85,"MCLEOD",27085,1.15076,45,3.23867845216438
"478",477,5558,"MN","MN",27,55350,5,1,1,3,"Y",NA,4,3,43,1809,1700,12088,12288,0,0,990.411554,0,0,85,"MCLEOD",27085,1.15076,45,-2.30258509299405
"479",478,5559,"MN","MN",27,55350,5,1,0,4,"Y",NA,4,3,1,800,815,31088,31288,10.6,3.8,990.411554,0,0,85,"MCLEOD",27085,1.15076,45,2.37024374146786
"480",479,5560,"MN","MN",27,55325,5,1,0,4,"Y",NA,5,4,49,1710,1800,20288,20288,2.3,16.3,1105.956867,0,0,93,"MEEKER",27093,1.02424,46,0.8754687373539
"481",480,5561,"MN","MN",27,55355,5,1,0,7,"Y",NA,3,4,28,800,1104,121787,121987,3.9,6.7,1214.922779,0,0,93,"MEEKER",27093,1.02424,46,1.38629436111989
"482",481,5562,"MN","MN",27,55355,5,1,0,4,"Y",NA,2,4,29,800,800,121987,122187,7.2,4.7,1146.49919,0,0,93,"MEEKER",27093,1.02424,46,1.98787434815435
"483",482,5563,"MN","MN",27,55355,5,0,0,0," ",NA,4,4,30,1100,1100,11088,11288,2.1,9.4,1177.377355,0,0,93,"MEEKER",27093,1.02424,46,0.78845736036427
"484",483,5564,"MN","MN",27,55389,5,1,0,3,"Y",NA,1,4,38,1700,1700,12688,12888,3.2,7.9,1088.985661,0,0,93,"MEEKER",27093,1.02424,46,1.19392246847243
"485",484,5565,"MN","MN",27,55371,5,1,1,3,"Y",NA,4,4,21,800,800,121487,121687,0.5,54.1,1177.377355,0,0,95,"MILLE LACS",27095,0.810536,47,-0.510825623765991
"486",485,5566,"MN","MN",27,56358,5,1,0,0,"Y",NA,2,4,37,1700,1700,122787,122987,5.7,8.2,1146.49919,0,0,95,"MILLE LACS",27095,0.810536,47,1.75785791755237
"487",486,5567,"MN","MN",27,56345,2,1,0,2,"Y",NA,1,3,21,1415,1415,121287,121487,1.4,14.5,1024.442902,0,0,97,"MORRISON",27097,0.910987,48,0.405465108108164
"488",487,5568,"MN","MN",27,56345,2,1,0,4,"Y",NA,3,3,24,1800,1805,122087,122287,2.1,18.1,1071.318034,0,0,97,"MORRISON",27097,0.910987,48,0.78845736036427
"489",488,5569,"MN","MN",27,56345,2,1,0,1,"Y",NA,2,3,38,2030,2030,11288,11488,4.4,7.8,921.864905,1,0,97,"MORRISON",27097,0.910987,48,1.50407739677627
"490",489,5570,"MN","MN",27,56345,2,1,0,7,"Y",NA,2,3,40,1040,1040,11988,12188,2.4,11.1,921.864905,0,0,97,"MORRISON",27097,0.910987,48,0.916290731874155
"491",490,5571,"MN","MN",27,56345,2,1,0,2,"Y",NA,4,3,45,1430,1440,12688,12888,4.9,7.2,990.411554,0,0,97,"MORRISON",27097,0.910987,48,1.6094379124341
"492",491,5572,"MN","MN",27,56345,2,1,1,3,"Y",NA,5,3,46,2000,2000,12688,12888,3,9.2,893.23743,0,0,97,"MORRISON",27097,0.910987,48,1.1314021114911
"493",492,5573,"MN","MN",27,56364,2,1,0,4,"Y",NA,3,3,34,1630,1630,122887,123087,3,12.4,1071.318034,0,0,97,"MORRISON",27097,0.910987,48,1.1314021114911
"494",493,5574,"MN","MN",27,56382,2,1,0,4,"Y",NA,5,3,47,915,915,20288,20288,2.8,8.9,893.23743,0,0,97,"MORRISON",27097,0.910987,48,1.06471073699243
"495",494,5575,"MN","MN",27,56466,2,1,0,1,"Y",NA,5,3,48,1600,1800,20288,20288,3.9,12.9,893.23743,0,0,97,"MORRISON",27097,0.910987,48,1.38629436111989
"496",495,5576,"MN","MN",27,55909,4,1,0,4,"Y",NA,3,3,49,1915,2030,20288,20288,10.9,4,1071.318034,0,0,99,"MOWER",27099,1.29814,49,2.39789527279837
"497",496,5577,"MN","MN",27,55912,4,1,0,2,"Y",NA,1,3,29,2100,2100,121687,121887,6.4,6.9,1024.442902,0,0,99,"MOWER",27099,1.29814,49,1.87180217690159
"498",497,5578,"MN","MN",27,55912,4,1,0,4,"Y",NA,3,3,30,1330,1500,121987,122187,2,10.9,1071.318034,0,0,99,"MOWER",27099,1.29814,49,0.741937344729377
"499",498,5579,"MN","MN",27,55912,4,1,0,4,"Y",NA,1,3,35,1900,1900,122887,123087,3,10.9,1024.442902,0,0,99,"MOWER",27099,1.29814,49,1.1314021114911
"500",499,5580,"MN","MN",27,55912,4,1,0,0,"Y",NA,5,3,42,1400,1400,11688,11888,4.5,6,893.23743,0,0,99,"MOWER",27099,1.29814,49,1.52605630349505
"501",500,5581,"MN","MN",27,55912,4,1,0,2,"Y",NA,5,3,50,1845,645,22188,22388,2.1,12.8,893.23743,0,0,99,"MOWER",27099,1.29814,49,0.78845736036427
"502",501,5582,"MN","MN",27,55912,4,0,0,0," ",NA,1,3,4,1800,1800,22688,22888,8,4.1,1024.442902,0,0,99,"MOWER",27099,1.29814,49,2.09186406167839
"503",502,5583,"MN","MN",27,55917,4,1,1,2,"Y",NA,2,3,23,1130,1230,121187,121387,1.3,18.5,921.864905,0,0,99,"MOWER",27099,1.29814,49,0.336472236621213
"504",503,5584,"MN","MN",27,55918,4,1,0,4,"Y",NA,5,3,33,630,630,122987,123187,9.2,4.9,893.23743,0,0,99,"MOWER",27099,1.29814,49,2.23001440015921
"505",504,5585,"MN","MN",27,55936,4,1,1,3,"Y",NA,1,3,33,1300,1300,122287,122487,1.1,26.9,1024.442902,0,0,99,"MOWER",27099,1.29814,49,0.182321556793955
"506",505,5586,"MN","MN",27,55936,4,1,0,4,"Y",NA,2,3,2,900,1130,30388,31088,10.6,4,921.864905,0,0,99,"MOWER",27099,1.29814,49,2.37024374146786
"507",506,5587,"MN","MN",27,55967,4,1,0,7,"Y",NA,5,3,29,1625,1700,121787,122087,24,2.2,893.23743,2,0,99,"MOWER",27099,1.29814,49,3.18221184049661
"508",507,5588,"MN","MN",27,55982,4,1,0,4,"Y",NA,2,3,1,1030,1030,22788,22988,9.1,3.4,921.864905,0,0,99,"MOWER",27099,1.29814,49,2.21920348405499
"509",508,5589,"MN","MN",27,56123,5,1,0,2,"Y",NA,2,4,39,2245,2245,11688,11888,12.1,5,1146.49919,0,0,101,"MURRAY",27101,1.49011,50,2.50143595173921
"510",509,5590,"MN","MN",27,56001,5,1,0,4,"Y",NA,3,3,27,1250,1836,121287,121487,8.1,3.8,1071.318034,0,0,103,"NICOLLET",27103,1.28152,51,2.10413415427021
"511",510,5591,"MN","MN",27,56021,5,1,0,2,"Y",NA,4,4,40,645,645,11988,12188,10.8,4.1,1177.377355,0,0,103,"NICOLLET",27103,1.28152,51,2.3887627892351
"512",511,5592,"MN","MN",27,56082,5,1,0,2,"Y",NA,4,4,29,1100,1130,121787,121987,4.2,5.1,1177.377355,0,0,103,"NICOLLET",27103,1.28152,51,1.45861502269952
"513",512,5593,"MN","MN",27,56082,5,1,0,7,"Y",NA,2,4,32,1400,1400,10188,10188,15.7,2.5,1146.49919,0,0,103,"NICOLLET",27103,1.28152,51,2.76000994003292
"514",513,5594,"MN","MN",27,56187,5,1,0,2,"Y",NA,1,4,26,1908,2000,121587,121787,5.4,6.1,1088.985661,0,0,105,"NOBLES",27105,1.49998,52,1.70474809223843
"515",514,5595,"MN","MN",27,56187,5,1,0,4,"Y",NA,5,4,32,1000,1000,10188,11088,6.2,5.1,1105.956867,0,0,105,"NOBLES",27105,1.49998,52,1.84054963339749
"516",515,5596,"MN","MN",27,56187,5,1,0,4,"Y",NA,2,4,35,2115,2115,122887,123087,9.7,4.9,1146.49919,0,0,105,"NOBLES",27105,1.49998,52,2.28238238567653
"517",516,5597,"MN","MN",27,56510,2,1,0,4,"Y",NA,5,3,29,2200,2200,11288,11488,8.1,4.5,893.23743,0,0,107,"NORMAN",27107,1.30372,53,2.10413415427021
"518",517,5598,"MN","MN",27,56545,2,1,0,4,"Y",NA,3,3,43,1330,1330,12588,12788,1.6,18.5,1071.318034,0,0,107,"NORMAN",27107,1.30372,53,0.53062825106217
"519",518,5599,"MN","MN",27,56545,2,1,1,3,"Y",NA,5,3,46,940,940,20288,20288,1.6,12.5,893.23743,0,0,107,"NORMAN",27107,1.30372,53,0.53062825106217
"520",519,5600,"MN","MN",27,55901,4,1,0,4,"Y",NA,3,3,22,1645,1645,120287,121087,6.4,5.6,1071.318034,0,0,109,"OLMSTED",27109,1.27526,54,1.87180217690159
"521",520,5601,"MN","MN",27,55901,4,1,0,4,"Y",NA,1,3,34,1800,1915,122787,122987,4.4,9,1024.442902,0,0,109,"OLMSTED",27109,1.27526,54,1.50407739677627
"522",521,5602,"MN","MN",27,55901,4,1,0,1,"Y",NA,1,3,35,1000,1000,22188,22388,11.2,2.8,1024.442902,0,0,109,"OLMSTED",27109,1.27526,54,2.4248027257183
"523",522,5603,"MN","MN",27,55901,4,1,0,0,"Y",NA,2,3,37,1545,1515,11188,11388,10,2.9,921.864905,0,0,109,"OLMSTED",27109,1.27526,54,2.31253542384721
"524",523,5604,"MN","MN",27,55901,4,2,0,4,"Y",NA,3,3,40,1500,1455,12188,12388,4.5,7,1071.318034,0,0,109,"OLMSTED",27109,1.27526,54,1.52605630349505
"525",524,5605,"MN","MN",27,55901,4,1,0,2,"Y",NA,5,3,44,1600,1600,12788,12988,8,4.5,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,2.09186406167839
"526",525,5606,"MN","MN",27,55901,4,1,0,2,"Y",NA,5,3,45,2100,2030,12688,12888,2.3,10.8,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,0.8754687373539
"527",526,5607,"MN","MN",27,55901,4,1,0,4,"Y",NA,4,3,42,1830,1745,20288,20288,3.2,9.3,990.411554,0,0,109,"OLMSTED",27109,1.27526,54,1.19392246847243
"528",527,5608,"MN","MN",27,55901,4,1,0,4,"Y",NA,2,3,50,1851,1846,20288,20288,5,5.5,921.864905,0,0,109,"OLMSTED",27109,1.27526,54,1.62924053973028
"529",528,5609,"MN","MN",27,55901,4,1,0,1,"Y",NA,3,3,2,811,1340,30388,30388,4.1,6.3,1071.318034,0,0,109,"OLMSTED",27109,1.27526,54,1.43508452528932
"530",529,5610,"MN","MN",27,55902,4,1,0,2,"Y",NA,5,3,41,1400,1415,11788,11988,1.1,16.5,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,0.182321556793955
"531",530,5611,"MN","MN",27,55904,4,5,0,4,"Y",NA,4,3,26,700,700,121487,121687,2,15.9,990.411554,0,0,109,"OLMSTED",27109,1.27526,54,0.741937344729377
"532",531,5612,"MN","MN",27,55904,4,1,1,3,"Y",NA,5,3,34,2200,1300,122287,122587,1.1,24.1,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,0.182321556793955
"533",532,5613,"MN","MN",27,55904,4,1,0,4,"Y",NA,5,3,36,1330,1200,123087,10188,2.9,11.3,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,1.09861228866811
"534",533,5614,"MN","MN",27,55904,4,1,0,4,"Y",NA,4,3,38,1600,1600,11288,11488,2.1,14,990.411554,0,0,109,"OLMSTED",27109,1.27526,54,0.78845736036427
"535",534,5615,"MN","MN",27,55904,4,1,0,2,"Y",NA,5,3,40,700,700,12088,12288,7.8,4.5,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,2.06686275947298
"536",535,5616,"MN","MN",27,55904,4,1,0,4,"Y",NA,1,3,41,630,633,11788,11988,3.8,6.5,1024.442902,0,0,109,"OLMSTED",27109,1.27526,54,1.3609765531356
"537",536,5617,"MN","MN",27,55904,4,1,0,2,"Y",NA,1,3,43,1830,1830,12188,12388,2.5,12.2,1024.442902,0,0,109,"OLMSTED",27109,1.27526,54,0.955511445027436
"538",537,5618,"MN","MN",27,55904,4,1,0,4,"Y",NA,1,3,44,2200,2200,12088,12288,2.9,10.8,1024.442902,0,0,109,"OLMSTED",27109,1.27526,54,1.09861228866811
"539",538,5619,"MN","MN",27,55904,4,5,1,3,"N",NA,2,3,46,600,600,20288,21188,1.7,16.6,921.864905,0,0,109,"OLMSTED",27109,1.27526,54,0.587786664902119
"540",539,5620,"MN","MN",27,55929,4,1,0,1,"Y",NA,5,3,26,2100,2100,122987,123187,2.5,10.9,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,0.955511445027436
"541",540,5621,"MN","MN",27,55932,4,1,0,4,"N",NA,5,3,34,700,700,122387,122587,9.4,4.1,893.23743,0,0,109,"OLMSTED",27109,1.27526,54,2.2512917986065
"542",541,5622,"MN","MN",27,55976,4,1,1,3,"N",NA,2,3,24,2030,2200,121287,121487,0.6,29.1,921.864905,0,0,109,"OLMSTED",27109,1.27526,54,-0.356674943938732
"543",542,5623,"MN","MN",27,56515,2,1,0,4,"Y",NA,2,3,29,1230,1230,122587,122887,2.7,27.4,921.864905,0,0,111,"OTTER TAIL",27111,0.814867,55,1.02961941718116
"544",543,5624,"MN","MN",27,56515,2,1,1,3,"N",NA,3,3,35,700,700,21988,22188,1.1,49.1,1071.318034,0,0,111,"OTTER TAIL",27111,0.814867,55,0.182321556793955
"545",544,5625,"MN","MN",27,56537,2,1,1,3,"Y",NA,5,3,30,2030,2230,21088,21288,2.1,18.7,893.23743,0,0,111,"OTTER TAIL",27111,0.814867,55,0.78845736036427
"546",545,5626,"MN","MN",27,56537,2,1,0,4,"Y",NA,5,3,46,2100,2110,20288,20288,12,3.1,893.23743,0,0,111,"OTTER TAIL",27111,0.814867,55,2.4932054526027
"547",546,5627,"MN","MN",27,56567,2,1,1,3,"N",NA,2,3,32,800,800,122887,123087,12.6,3.7,921.864905,0,0,111,"OTTER TAIL",27111,0.814867,55,2.54160199346455
"548",547,5628,"MN","MN",27,56572,2,1,0,4,"Y",NA,3,3,24,700,700,121387,121587,3.2,7,1071.318034,0,0,111,"OTTER TAIL",27111,0.814867,55,1.19392246847243
"549",548,5629,"MN","MN",27,56586,2,1,0,4,"Y",NA,1,3,38,900,900,122887,123087,4.2,7.6,1024.442902,0,0,111,"OTTER TAIL",27111,0.814867,55,1.45861502269952
"550",549,5630,"MN","MN",27,56588,2,1,0,7,"Y",NA,1,3,40,645,745,12188,12388,3.8,8.7,1024.442902,0,0,111,"OTTER TAIL",27111,0.814867,55,1.3609765531356
"551",550,5631,"MN","MN",27,56701,2,1,1,3,"Y",NA,2,4,28,2000,2000,22088,22288,3.7,7.6,1146.49919,0,0,113,"PENNINGTON",27113,0.928646,56,1.33500106673234
"552",551,5632,"MN","MN",27,56701,2,1,0,4,"Y",NA,3,4,34,1000,1000,10188,10188,5.8,4.6,1214.922779,0,0,113,"PENNINGTON",27113,0.928646,56,1.77495235091167
"553",552,5633,"MN","MN",27,56701,2,1,1,3,"Y",NA,4,4,37,1617,1617,20288,20288,0.3,0,1177.377355,0,0,113,"PENNINGTON",27113,0.928646,56,-0.916290731874155
"554",553,5634,"MN","MN",27,55063,5,1,0,2,"Y",NA,2,4,45,1858,1900,12688,12888,4.1,22.8,1146.49919,0,0,115,"PINE",27115,0.849343,57,1.43508452528932
"555",554,5635,"MN","MN",27,55063,5,1,0,4,"Y",NA,2,4,2,1120,1600,31488,31688,2.8,11.7,1146.49919,0,0,115,"PINE",27115,0.849343,57,1.06471073699243
"556",555,5636,"MN","MN",27,55704,5,1,0,4,"Y",NA,3,4,35,930,815,122287,122587,1.9,18.2,1214.922779,0,0,115,"PINE",27115,0.849343,57,0.693147180559945
"557",556,5637,"MN","MN",27,55704,5,1,1,3,"Y",NA,1,4,36,1415,1415,122687,122887,1.2,32,1088.985661,0,0,115,"PINE",27115,0.849343,57,0.262364264467491
"558",557,5638,"MN","MN",27,55767,5,1,0,5,"Y",NA,1,4,28,1130,1130,121987,122187,1.2,17.1,1088.985661,0,0,115,"PINE",27115,0.849343,57,0.262364264467491
"559",558,5639,"MN","MN",27,55783,5,1,0,4,"Y",NA,2,4,22,915,915,121287,121487,1.5,15.3,1146.49919,0,0,115,"PINE",27115,0.849343,57,0.470003629245736
"560",559,5640,"MN","MN",27,56144,5,1,0,4,"Y",NA,1,3,22,740,746,120287,121187,9.4,4.4,1024.442902,0,0,117,"PIPESTONE",27117,1.61382,58,2.2512917986065
"561",560,5641,"MN","MN",27,56164,5,2,0,4,"Y",NA,5,3,23,1025,1025,121287,121487,1.7,11.6,893.23743,0,0,117,"PIPESTONE",27117,1.61382,58,0.587786664902119
"562",561,5642,"MN","MN",27,56164,5,2,0,4,"Y",NA,2,3,31,1845,1844,10188,10188,12.1,3.3,921.864905,0,0,117,"PIPESTONE",27117,1.61382,58,2.50143595173921
"563",562,5643,"MN","MN",27,56164,5,1,1,3,"Y",NA,4,3,41,1900,1930,11988,12188,4.3,7,990.411554,0,0,117,"PIPESTONE",27117,1.61382,58,1.48160454092422
"564",563,5644,"MN","MN",27,56540,2,1,0,4,"Y",NA,1,3,24,900,1030,121387,121587,6.9,4.1,1024.442902,0,0,119,"POLK",27119,1.30488,59,1.94591014905531
"565",564,5645,"MN","MN",27,56556,2,1,1,7,"Y",NA,2,3,26,1400,1400,10188,10188,1.4,28.6,921.864905,0,0,119,"POLK",27119,1.30488,59,0.405465108108164
"566",565,5646,"MN","MN",27,56684,2,1,1,1,"N",NA,1,3,34,1900,1845,122687,122887,2.5,9.3,1024.442902,0,0,119,"POLK",27119,1.30488,59,0.955511445027436
"567",566,5647,"MN","MN",27,56716,2,1,0,2,"Y",NA,4,3,1,1700,1700,22388,22588,9.6,4.1,990.411554,0,0,119,"POLK",27119,1.30488,59,2.27212588550934
"568",567,5648,"MN","MN",27,56334,5,1,0,2,"Y",NA,2,4,35,1800,1800,122887,123087,3.8,8.7,1146.49919,0,0,121,"POPE",27121,1.32465,60,1.3609765531356
